path,q1,a1,q2,a2,q3,a3
4c/4cc86d31.jpg,What is pictured?,Package,What color is it?,Green,How many are shown?,One
a0/a04cf810.jpg,What is in the image?,Cooler,What color is it?,Gray,What shape is it?,Rectangular
a4/a4a109cb.jpg,What is in the image?,Tray,What color is it?,White,How many compartments?,Five
36/3622cd24.jpg,What is depicted?,Fan,What color is the fan?,White,How many fans are shown?,Two
37/370276fe.jpg,What is in the image?,Figs,What color are the figs?,Brown,What is the bag made of?,Plastic
c8/c88fd024.jpg,What is in the image?,Fridge,What color is it?,Gray,What is on the back?,Grill
bf/bf200203.jpg,What is shown?,Battery,What color is it?,Green,What is its shape?,Cylinder
a5/a56bfbf3.jpg,What is in the image?,Bottle,What color is the liquid?,Green,What color is the cap?,Red
90/902407bd.jpg,What is in the image?,Quinoa,What color is it?,Beige,What shape is the bag?,Rectangular
1b/1bc953a6.jpg,What is in the image?,Bulgar,What color is it?,Brown,What shape is the bag?,Rectangular
6f/6fc5d200.jpg,What is pictured?,Jack,What color is it?,Red,What is on the sides?,Wheels
7d/7d650797.jpg,What is in the image?,Seeds,What color are the seeds?,Brown,What is the shape of the package?,Rectangular
cd/cdee9f72.jpg,What is in the image?,Oven,What is the primary color?,Black,What is visible on the front?,Glass
26/2642d504.jpg,What is in the image?,Lentils,What color are the lentils?,Brown,What is the bag made of?,Plastic
5d/5d3e4556.jpg,What is in the image?,Pillow,What color is it?,Blue,What is its shape?,Rectangle
e7/e7977b43.jpg,What is in the image?,Container,What color is the container?,White,What is the container's shape?,Cylinder
58/58868331.jpg,What is in the image?,Box,What color is the box?,Brown,What is the box made of?,Cardboard
8b/8bc3d410.jpg,What is in the image?,Pillow,What color is it?,Red,What is its shape?,Rectangle
ad/ad6c7d11.jpg,What is shown?,Pot,What color is it?,White,What is its shape?,Oval
e7/e788cb4d.jpg,What item is visible?,Pan,What is the primary color?,Red,What shape is it?,Square
f8/f8a83228.jpg,What is shown in the image?,Pan,What color is the pan?,Black,What is the pan made of?,Iron
75/757d3e29.jpg,What is in the image?,Container,What color is the container?,Yellow,What is the shape?,Cylinder
a3/a302c862.jpg,What is in the image?,Bacon,What color is it?,Pink,What is its shape?,Long
d8/d8ec1a21.jpg,What is in the image?,Slime,What color is it?,Blue,What shape is the container?,Round
5f/5fde6118.jpg,What is depicted?,Bottle,What color is the lid?,Orange,What shape is the bottle?,Bottle
52/522aeb61.jpg,What item is visible?,Lamp,What is the primary color?,Bronze,What shape is the arm?,Gooseneck
b5/b56dc1c6.jpg,What is in the image?,Mix,What color is the bag?,Brown,What is inside?,Pineapple
a5/a570c8a6.jpg,What is in the image?,Spirals,What color are they?,Orange,What shape are they?,Noodles
5b/5bbe36d7.jpg,What is in the image?,Beans,What color are the beans?,Green,What is the bag's primary color?,Blue
38/38986cc7.jpg,What is in the image?,Cases,What color are the cases?,Black,How many cases are shown?,Three
15/1577691b.jpg,What is in the image?,Bag,What color is the bag?,White,What is inside the bag?,Mix
6d/6dff7203.jpg,What is in the image?,Notebook,What color is it?,Pink,What is the binding?,Spiral
5e/5e0fb128.jpg,What is in the image?,Bed,What color is it?,Green,What is the frame made of?,Metal
68/68cc3f82.jpg,What is in the image?,Doughnut,What color is it?,Brown,What shape is it?,Round
55/555e5391.jpg,What is depicted in the image?,Rod,What color are the finials?,Silver,What shape are the finials?,Square
73/734ada4b.jpg,What is depicted?,Shelf,What color is it?,White,How many shelves are there?,Four
69/691eae2d.jpg,What is in the image?,Fryer,What color is the top?,Black,What is the pot made of?,Stainless
83/837b129b.jpg,What is in the image?,Chair,What color is it?,Black,What is the legs made of?,Wood
2c/2c55b1b9.jpg,What is in the image?,Blender,What color is it?,White,How many items are shown?,Two
64/645e6242.jpg,What is in the image?,Hanger,What color is it?,Wooden,What is it made of?,Wood
2f/2ffcdf9a.jpg,What is in the image?,Necklace,What color is the diamond?,White,What is the setting made of?,Metal
08/086ee6d7.jpg,What is shown?,Cone,What color is it?,Yellow,How many are shown?,One
56/56608272.jpg,What is in the image?,Eggs,What color are they?,White,How many are there?,Eighteen
23/230a078d.jpg,What is depicted?,Bottle,What color is the bottle?,White,What is the container?,Bottle
60/6010db4a.jpg,What is in the image?,Mop,What color is it?,Yellow,What is the primary shape?,Rectangle
95/95cb0f9f.jpg,What is shown?,Brace,What color is it?,Black,What shape is it?,Rectangular
d7/d796e67c.jpg,What is in the image?,Stand,What color is it?,Black,What is it made of?,Wood
ff/ff549969.jpg,What is in the image?,Ham,What color is the ham?,Pink,What shape is the package?,Rectangle
7d/7ddb6498.jpg,What is depicted?,Holder,What color is it?,Silver,What is the holder made of?,Metal
4b/4b0a9f3c.jpg,What is shown?,EGGS,What color is the text?,Black,What is listed?,Ingredients
67/67532f74.jpg,What is in the image?,Milk,What color is the cap?,Pink,What shape is the container?,Gallon
8e/8ef75f5d.jpg,What is in the image?,Cover,What color is it?,Gray,What shape is it?,Rectangular
56/56f4dc4f.jpg,What is in the image?,Stand,What color is it?,White,What shape is it?,Cylinder
05/0504356a.jpg,What is shown?,Hooks,What color are they?,Black,How many are there?,Two
b1/b13d241d.jpg,What is pictured?,Table,What color is the top?,White,What is on top?,Marble
fd/fd6859ed.jpg,What is in the image?,Container,What color is the container?,Pink,What is the primary shape?,Jar
5e/5e8531e5.jpg,What is in the image?,Kettle,What is its primary color?,Silver,What is it made of?,Stainless
dd/dd51571c.jpg,What is in the image?,Cooler,What color is it?,White,What shape is it?,Bucket
bd/bd753393.jpg,What is in the image?,Pillow,What color is it?,Blue,What is its shape?,Square
ca/cac7e26c.jpg,What item is visible?,Umbrella,What color is it?,Blue,What is the handle made of?,Wood
63/63a36904.jpg,What is shown in the image?,Pillow,What color is the pillow?,Pink,What is the pillowcase made of?,Silk
2c/2c09f2ec.jpg,What is in the image?,Pasta,What color is the pasta?,Yellow,What is the bag made of?,Paper
9f/9f650fb8.jpg,What is in the image?,Cup,What color is it?,White,What is on the cup?,Coffee
c0/c0e72761.jpg,What is in the image?,Plate,What color is it?,White,What shape is the plate?,Round
83/832f8237.jpg,What is in the image?,Salsa,What color is the sauce?,Red,What shape is the container?,Jar
e2/e222ec46.jpg,What is in the image?,Beans,What color are the beans?,Red,What is the bag made of?,Paper
8e/8e40f432.jpg,What is in the image?,Cakes,What color are they?,White,How many cakes?,Four
fc/fcec4173.jpg,What is in the image?,Bottle,What color is it?,White,How many are shown?,One
5f/5f0f8a2c.jpg,What is in the image?,Jicama,What color are the sticks?,White,What shape are the sticks?,Rectangles
89/891f393d.jpg,What's shown?,Rings,What color are the tops?,Red,How many posts are there?,Six
90/903bb821.jpg,What is depicted?,Bottle,What color is the bottle?,Brown,What is the bottle's shape?,Cylinder
da/da43d653.jpg,What is in the image?,Labels,What color are the labels?,White,What is the shape of the labels?,Rectangular
77/774ed230.jpg,What is in the image?,Salsa,What color is it?,Red,What shape is the container?,Jar
87/8796eaa2.jpg,What is in the image?,Cup,What color is it?,Blue,What is it made of?,Plastic
f4/f4dca78c.jpg,What is depicted?,Bottle,What color is it?,Red,What shape is the container?,Bottle
fe/fe7e8459.jpg,What item is visible?,Baskets,What is the primary color?,Blue,How many items are present?,Three
97/9782d346.jpg,What is in the image?,Stand,What color is the stand?,White,What is under the TV?,Books
57/57d55683.jpg,What is in the image?,Hanger,What color are the hangers?,Beige,How many hangers are shown?,One
5d/5d890561.jpg,What is shown?,Pot,What color is it?,Pink,What is it made of?,Iron
b2/b276a61c.jpg,What is depicted?,Box,What color is the box?,Brown,What is the box made of?,Cardboard
78/78c29a3e.jpg,What is depicted?,Cheese,What color is the cheese?,Yellow,How many packages are shown?,One
84/84d62d14.jpg,What is in the image?,Bag,What color is the bag?,Purple,What is the primary shape?,Rectangle
f7/f7d5286d.jpg,What is in the image?,Pillows,What color are the pillows?,Green,How many pillows are shown?,Two
a6/a6fff3d9.jpg,What item is visible?,Flour,What color is it?,Beige,What is its shape?,Bag
0a/0ae26e3f.jpg,What is in the image?,Bag,What color is the bag?,Brown,What is inside?,Nuts
6d/6d0b6e34.jpg,What is in the image?,Shelf,What color is it?,White,How many cubes are there?,Four
2e/2edd7a6d.jpg,What is in the image?,Pad,What color is it?,Pink,What size is shown?,A1
29/29b95914.jpg,What item is visible?,Colander,What color is it?,Blue,What is it made of?,Plastic
37/37c61531.jpg,What is in the image?,Can,What color are the tomatoes?,Red,What shape is the can?,Cylinder
b6/b6d86f62.jpg,What is in the image?,Monitor,What color is it?,Black,What is the screen resolution?,4K
2b/2be10218.jpg,What item is visible?,Iron,What is the primary color?,Blue,What is its shape?,Triangular
cc/ccf0b5a4.jpg,What is depicted?,Rod,What color is it?,Silver,How many finials are shown?,Two
4b/4bc7a599.jpg,What is shown?,Necklace,What color is the stone?,White,What is the setting?,Metal
e2/e23ffda1.jpg,What is in the image?,Box,What color is the box?,Brown,What is the box made of?,Cardboard
21/21032ebf.jpg,What is in the image?,Cupcakes,What color are they?,Chocolate,How many are there?,Twelve
07/07e9830a.jpg,What is shown?,Pillow,What color is it?,Black,What is its shape?,Rectangle
fe/fe465600.jpg,What is shown in the image?,Cartridge,What color is it?,Black,What is its shape?,Rectangular
d7/d73319ea.jpg,What is in the image?,Salsa,What color is the salsa?,Red,What is the container made of?,Plastic
c6/c684dfe4.jpg,What is in the image?,text,What language is used?,Japanese,What is the origin of the rice?,Hokkaido
f1/f16ce869.jpg,What item is visible?,Pasta,What color is it?,Yellow,What shape are the noodles?,Bowtie
94/94a2a383.jpg,What is in the image?,Pillowcases,What color are they?,Grey,How many are rolled?,Two
92/926cc82a.jpg,What item is visible?,Dates,What color are the dates?,Brown,What is the packaging?,Plastic
cb/cb4ce95a.jpg,What is shown?,Ingredients,What color is the text?,Black,What is the text about?,Cloves
8c/8c2b12a1.jpg,What is in the image?,Mop,What color is it?,Beige,What is it made of?,Cotton
3d/3da0634b.jpg,What is in the image?,Cooler,What color is it?,Gray,What is on top?,Handle
60/6095073f.jpg,What item is visible?,Box,What is the primary color?,Brown,What shape is it?,Square
24/24dabc07.jpg,What is in the image?,Bottle,What color is the liquid?,Green,What is on the top?,Sprayer
5c/5cb2d97a.jpg,What is depicted?,Bar,What color is it?,Black,What is its shape?,Rectangular
92/92b18dad.jpg,What is in the image?,Blender,What color is it?,White,What is the handle made of?,Plastic
ca/caec97dd.jpg,What is in the image?,Muesli,What color is the container?,Red,What is the primary color of the food?,Brown
4c/4cd04bad.jpg,What is shown?,Case,What color is it?,Gray,Is it transparent?,No
3e/3ef1b6e2.jpg,What is depicted?,Pot,What color is it?,Purple,What is its shape?,Oval
d8/d8d48b78.jpg,What is in the image?,Lamp,What color is the bowl?,Pink,What is under the bowl?,Wood
47/47d0076f.jpg,What is shown?,Cream,What color is it?,Brown,What is its shape?,Tub
32/3284fa0c.jpg,What is in the image?,Shredder,What is its color?,Black,What is under it?,Wheels
6a/6ac1b6e5.jpg,What is visible?,Binder,What color is it?,Black,What is its spine?,Lever
45/45104e10.jpg,What is in the image?,Mat,What color is it?,Black,What shape is it?,Hexagon
7f/7feee769.jpg,What is in the image?,Bag,What color is the bag?,White,What is inside?,Sago
c1/c13a0fc7.jpg,What is in the image?,batteries,What color are they?,silver,How many are shown?,Four
05/05585e75.jpg,What is in the image?,Sauce,What color is it?,Red,What shape is the can?,Cylinder
3b/3b9e2f8f.jpg,What is shown?,Chair,What color is it?,White,How many are shown?,One
f5/f5d1b4be.jpg,What item is visible?,Bag,What color is the bag?,Brown,What is inside?,Pretzels
73/737f961d.jpg,What is in the image?,Pot,What color is it?,Gray,What is on top?,Lid
c8/c84743c9.jpg,What is in the image?,Bar,What color is the wrapper?,Purple,What shape is the bar?,Rectangular
10/10e61e07.jpg,What is depicted?,Box,What color is the box?,Brown,What is the box made of?,Cardboard
09/09716c07.jpg,What is in the image?,text,What color is it?,white,What is it made of?,paper
81/81e9a71a.jpg,What is in the image?,Tea,What color is the tea bag?,Brown,What shape is the tea bag?,Square
0c/0ce7fbb4.jpg,What is in the image?,Spray,What color is the can?,Blue,What is at the top?,Black
17/17adc9fe.jpg,What is in the image?,Vase,What color is it?,Blue,What is the pattern?,White
3d/3d2cb3bf.jpg,What is depicted?,Crayons,What color is the box?,Brown,How many are shown?,Twelve
1a/1a60d390.jpg,What is in the image?,Bowl,What color is it?,Beige,What shape is it?,Round
93/93337ad7.jpg,What is in the image?,Maker,What color is the base?,Silver,How many glasses are there?,Seven
ba/ba74466d.jpg,What item is visible?,Bottle,What color is the bottle?,White,What is the cap made of?,Plastic
a2/a221b13f.jpg,What is in the image?,Cream,What color is the jar?,Green,What is the lid made of?,Plastic
0a/0a5258b5.jpg,What is depicted?,Trays,What color are the trays?,White,How many trays are shown?,Two
3a/3a002702.jpg,What is depicted?,Table,What color are the legs?,Brown,What shape is the top?,Round
4d/4d8fda4a.jpg,What is in the image?,Cup,What color is the lid?,Gold,What is the primary color of the cup?,White
e5/e5105baa.jpg,What is in the image?,Spray,What color is it?,Blue,What shape is the bottle?,Cylinder
e5/e59a15d0.jpg,What is depicted in the image?,Mugs,What color are the mugs?,White,How many mugs are shown?,Four
cf/cf072700.jpg,What is in the image?,Bottle,What color is the bottle?,White,What shape is the bottle?,Cylinder
54/545e314f.jpg,What is in the image?,Ingredients,What is the text color?,Black,What is the text style?,Bold
0e/0ebd9128.jpg,What item is visible?,Binder,What color is it?,Yellow,What is its shape?,Rectangular
09/09a22c08.jpg,What is in the image?,Cherries,What color are they?,Red,What shape is the jar?,Round
78/78d0ead6.jpg,What is in the image?,Container,What color is the container?,Black,What is the container holding?,Powder
d0/d0779d53.jpg,What is in the image?,Butter,What color is the box?,White,How many sticks?,Four
3f/3f20ec2e.jpg,What is in the image?,Bottle,What color is the bottle?,White,What is the cap made of?,Plastic
95/95df81be.jpg,What is in the image?,Bag,What color are the puffs?,White,How many bags are shown?,One
b4/b492f90c.jpg,What is in the image?,Labels,What color is the package?,White,What is the package made of?,Paper
ea/eaa3088f.jpg,What is shown?,Shelf,What color is it?,Black,What is the shelf made of?,Glass
c3/c3734793.jpg,What is in the image?,Glass,What shape is it?,Cone,Is it transparent?,Yes
b4/b4b2e085.jpg,What is in the image?,Binder,What color is it?,Red,How many are shown?,One
54/54bc4136.jpg,What is in the image?,Cookies,What color is the package?,Yellow,How many cookies are shown?,Three
b5/b55d0e49.jpg,What is in the image?,Soap,What color is it?,Purple,How many are shown?,One
5e/5ef62969.jpg,What is in the image?,Bottle,What color is the bottle?,White,What is the bottle holding?,Capsules
e5/e554a973.jpg,What is this?,Organizer,What color is it?,Black,How many are there?,Three
f2/f2651041.jpg,What item is visible?,Bottle,What color is the bottle?,Yellow,What is in the bottle?,Gummies
e8/e8913a60.jpg,What is in the image?,Cup,What color is it?,Red,What is it made of?,Plastic
fe/fe102fc8.jpg,What is shown in the image?,Binder,What color is the binder?,Blue,What is the binder's shape?,Rectangular
9d/9d21b2fc.jpg,What is in the image?,Frame,What color is the frame?,Nickel,What is the frame's shape?,Rectangle
e7/e706d4ea.jpg,What is in the image?,Chillies,What color are the chillies?,Red,What is the packaging made of?,Plastic
bb/bb13c6e4.jpg,What is in the image?,Table,What color is the table?,Brown,What shape is the drawer?,Oval
a2/a25d97fb.jpg,What is in the image?,Cover,What color is it?,Black,What is its shape?,Rectangular
84/841b29f0.jpg,What is in the image?,Bag,What color is the bag?,Brown,What shape is the bag?,Rectangle
3c/3c8c5ffc.jpg,What is shown?,INGREDIENTS,What is the color?,Black,What is listed?,BEETS
68/68b8e84a.jpg,What is shown?,Clock,What color is the clock?,White,What shape is the clock?,Round
14/1427a910.jpg,What is in the image?,bottle,What color is it?,blue,How many are shown?,one
fd/fde7c3ad.jpg,What is shown?,Organizer,What color is it?,Gray,What is it made of?,Fabric
ae/aec38120.jpg,What is in the image?,Bag,What color is the bag?,Blue,What is on the bag?,Wag
7c/7c588624.jpg,What is depicted?,Bottle,What color is the bottle?,Green,What is the bottle's shape?,Cylinder
ea/eafb36f2.jpg,What is in the image?,Flour,What color is the flour?,White,What is the bag made of?,Paper
20/20f53db1.jpg,What is shown?,Ingredients,What color is the text?,Gray,What is the text about?,Juice
3c/3c80d0fe.jpg,What is in the image?,Tamarind,What color is it?,Brown,What is the bag made of?,Paper
84/8446aab7.jpg,What is in the image?,Bottle,What color is the bottle?,Brown,What is the bottle holding?,Capsules
dd/ddf134ad.jpg,What is in the image?,Case,What color is the frame?,Brown,What shape is the case?,Triangle
71/7169aa2e.jpg,What is in the image?,buds,What color are the buds?,white,What is the container made of?,plastic
05/05a07c85.jpg,What is shown in the image?,Rod,What color are the finials?,Black,How many finials are there?,Two
10/10f2cb4f.jpg,What is in the image?,Soup,What color is the soup?,Green,What shape is the can?,Cylinder
87/8797be6d.jpg,What is in the image?,Salsa,What color is it?,Red,What shape is the container?,Jar
e0/e06d9efc.jpg,What is in the image?,Oil,What color is the oil?,Yellow,What is the container made of?,Plastic
59/597a4c7e.jpg,What item is visible?,Mushrooms,What color are they?,Brown,How many are shown?,Two
c0/c00816b3.jpg,What is shown?,Light,What color is it?,White,What is its shape?,Rectangular
08/080cb4da.jpg,What is depicted?,Boxes,What color is the box?,Yellow,What is the box made of?,Cardboard
96/968f8992.jpg,What item is visible?,Mop,What color is it?,Blue,How many are shown?,One
df/df1d15ab.jpg,What is in the image?,Enclosure,What color is it?,Black,What shape is it?,Rectangular
f0/f023ec2c.jpg,What is depicted?,Granola,What is the primary color?,Brown,What shape is the box?,Rectangular
1c/1c5062d0.jpg,What is shown in the image?,Necklace,What color is the necklace?,White,What shape is the pendant?,V
61/617ef50c.jpg,What is in the image?,Pliers,What color are the handles?,Black,How many pliers are shown?,Four
22/22a01987.jpg,What is pictured?,Cutter,What color is it?,Black,What is its shape?,Rectangular
65/6570e283.jpg,What is shown in the image?,Screws,What color are the screws?,Silver,What is the shape of the long item?,Hex
82/82f33484.jpg,What is depicted?,Box,What color is the box?,Green,What is the shape?,Rectangle
c1/c17ff642.jpg,What is in the image?,Glass,What is its primary color?,Clear,Is it transparent?,Yes
ac/acba7637.jpg,What is in the image?,Numbers,What is the primary color?,Black,What is shown?,PT02
0f/0fd5242b.jpg,What item is visible?,Chair,What is the primary color?,Beige,What shape is it?,Glider
14/14e12a76.jpg,What is in the image?,Sofa,What color is it?,Beige,How many pillows?,Two
59/5986e7be.jpg,What is listed?,Ingredients,What is one ingredient?,Pork,What is another ingredient?,Water
77/771e6522.jpg,What is in the image?,Frame,What color is it?,Black,What is the shape?,Round
0f/0f3e94e5.jpg,What is in the image?,Container,What color is it?,White,What's on the container?,Flour
3a/3ae97ca3.jpg,What is depicted?,Spray,What color is the top?,Yellow,How many are shown?,One
8e/8e1499ef.jpg,What is in the image?,Pot,What color is it?,Blue,What shape is it?,Round
1b/1b240e72.jpg,What is in the image?,box,What color is the number?,Pink,What is the box made of?,Cardboard
78/78f69ca6.jpg,What is depicted?,Bandage,What color is the bandage?,Beige,What body part is shown?,Knee
53/535abc17.jpg,What is shown in the image?,Blender,What color is it?,White,What is its primary shape?,Cylinder
35/35b2b368.jpg,What is shown?,Steamer,What color is the main body?,Silver,What is the bottom color?,Black
56/56010a45.jpg,What is in the image?,Sandal,What color is it?,White,What is the heel made of?,Wood
7a/7a8731bc.jpg,What is depicted?,Holder,What color is it?,Black,What is it made of?,Metal
d5/d5016e4f.jpg,What is in the image?,Handkerchiefs,What color are they?,White,How many are shown?,Seven
63/63fbee71.jpg,What is pictured?,Bag,What color is it?,Black,What is its shape?,Rectangular
cc/cce77747.jpg,What is in the image?,Pants,What color are they?,Pink,How many are shown?,One
d8/d824e964.jpg,What is in the image?,Can,What color are the beans?,Red,What shape is the can?,Cylinder
f9/f9fdf597.jpg,What is depicted?,Diamond,What color is the stone?,White,What is the setting made of?,Metal
00/00623f07.jpg,What is in the image?,Water,What color is the bottle?,Clear,What is the bottle's shape?,Cylinder
9e/9e01d3e7.jpg,What is in the image?,Pouch,What is the height?,6.6in,What color is the pouch?,Yellow
fe/fee9f31c.jpg,What is in the image?,Unit,What is the height?,85cm,What color is it?,White
f4/f4f1858c.jpg,What is in the image?,bottle,What is the height?,7.0in,What color is the bottle?,white
30/30693857.jpg,What is in the image?,Device,What is the height?,10in,What color is it?,Black
92/9205d1fe.jpg,What is in the image?,bottle,What is the height?,6.7in,What color is the bottle?,white
78/782a6fa3.jpg,What is in the image?,Soup,How tall is it?,5.9in,What color is it?,Purple
a0/a0324265.jpg,What is in the image?,Jar,What is the height?,7.9in,What color are the lights?,White
ae/ae3b80b8.jpg,What is in the image?,bottle,What is the height?,5.9in,What color is the bottle?,white
c6/c686206c.jpg,What is in the image?,Pot,What color is it?,Teal,How tall is it?,11in
74/74e40c28.jpg,What is in the image?,Mushrooms,What is the color?,Brown,How tall is it?,5.7in
53/532697df.jpg,What is shown in the image?,Straightener,What is the primary color?,Black,How long is the straightener?,14in
98/982055cc.jpg,What is in the image?,Turkey,What is the height?,5.7in,What color is the package?,Green
ec/ecea8c84.jpg,What is shown?,Pendant,What color is the main stone?,Pink,What is the shape of the pendant?,Heart
14/1463ff65.jpg,What is depicted?,Chair,What color is the chair?,Green,What is the chair's base made of?,Black
85/85c9a32f.jpg,What is in the image?,Holder,What color is it?,Black,How tall is it?,12cm
73/73a16286.jpg,What is depicted in the image?,Gummy,What color is the gummy?,Purple,What is the shape of the item?,Round
34/34407cce.jpg,What is in the image?,Mix,What is the height?,12in,What color is the bag?,Red
73/73253997.jpg,What is in the image?,Ball,What color is it?,Blue,How big is it?,8.8in
f1/f1309b5d.jpg,What is in the image?,Liquid,What is the height?,31cm,What color is it?,Blue
f7/f7b2e882.jpg,What is in the image?,Milk,What is the height?,10in,What color is it?,Brown
4a/4a4bda0a.jpg,What is in the image?,Case,What color is it?,Transparent,Is it opaque?,No
f4/f4519543.jpg,What is the main text?,INGREDIENTS,What color is the background?,purple,What word is repeated?,RAISINS
2f/2fdb7c7a.jpg,What is in the image?,INGREDIENTS,What color is the text?,black,What is the shape of the text?,blocky
24/240f7a39.jpg,What is in the image?,Scones,What is the height?,7.1in,What color are the scones?,Brown
c4/c475a541.jpg,What is in the image?,Cream,What is the height?,9cm,What color is the jar?,White
4c/4cea6706.jpg,What is in the image?,Pillow,What color is it?,Gold,What is its shape?,Square
51/51e0d81c.jpg,What is in the image?,Bag,What is the height?,21cm,What color is the bag?,Brown
27/271338f5.jpg,What is in the image?,Juice,What is the height?,7.5in,What color is the juice?,Green
9f/9ff4f3f0.jpg,What is in the image?,Seaweed,What is the height?,6.6in,What color is it?,Green
46/46a72938.jpg,What is shown in the image?,Ingredients,What color is the background?,blue,What is listed in the image?,Vitamin
40/402d616b.jpg,What is in the image?,bags,What is the height?,30cm,What color is the box?,brown
c4/c4d4277d.jpg,What is in the image?,Oil,What is the height?,20cm,What color is the bottle?,Green
81/81686b0a.jpg,What is in the image?,Pillow,What color is it?,Lila,What is the shape?,Square
d7/d7f08ba9.jpg,What is depicted in the image?,Sofa,What color is the sofa?,Beige,How many pillows are visible?,Three
74/74d9160f.jpg,What is in the image?,bottle,What is the height?,8.6in,What color is the bottle?,black
32/32625a6a.jpg,What is depicted in the image?,Holder,What color is it?,Silver,What is the holder made of?,Steel
87/87270069.jpg,What is shown?,Eggs,What color is the text?,Black,What is written?,Ingredients
10/10bf0cb3.jpg,What is shown?,Ingredients,What color is the text?,Black,What word is present?,Garlic
ba/badd4986.jpg,What is in the image?,Bottle,What is the height?,10in,What color is it?,Red
e1/e170c34c.jpg,What is in the image?,Reel,What is the primary color?,Green,What unit is shown?,cm
74/74154e4c.jpg,What is in the image?,Salad,What is the height?,5.3in,What color is the apple?,Red
fb/fb08f3c7.jpg,What is in the image?,Putty,What is the height?,4.3in,What color is it?,Gold
41/415dafb5.jpg,What is in the image?,Chair,What color is it?,Black,What is the chair made of?,Leather
89/8963af29.jpg,What is in the image?,Charger,What color is it?,Black,What is its shape?,Cube
46/46eafccd.jpg,What is in the image?,text,What color is the text?,gray,What is the shape of the text?,block
5f/5f39baf5.jpg,What is in the image?,Juice,What is the height?,7.6in,What color is it?,Orange
7f/7fe88c04.jpg,What is in the image?,Can,What is the height?,11cm,What color is it?,Orange
d9/d9f3d225.jpg,What is in the image?,Mangoes,What is the height?,7cm,What color are they?,Yellow
c2/c2c2b93f.jpg,What is in the image?,Umbrella,What color is the canopy?,Beige,What is the pole made of?,Aluminum
4b/4b3dd9bd.jpg,What is in the image?,Slime,What is the height?,4.2in,What color is it?,Purple
15/15504e3e.jpg,What is in the image?,Keyboard,What is the length?,38cm,What color is it?,Black
5b/5b9edbb2.jpg,What is in the image?,Foil,What is the height?,19in,What color is it?,Silver
00/00aa9584.jpg,What is in the image?,Chair,What color is the base?,Silver,What is the chair's material?,Leather
9d/9df2c5f2.jpg,What is in the image?,Speaker,What color is it?,White,How many cables are shown?,Two
78/789a83f9.jpg,What is in the image?,Case,What color is it?,Gold,Is it transparent?,Yes
be/bea978ef.jpg,What's_in_the_image?,Wipes,What_is_the_height?,10cm,What_color_are_the_wipes?,White
37/37663db0.jpg,What is in the image?,Bottle,What is the height?,13in,What color is it?,Blue
30/309c03c4.jpg,What is depicted in the image?,Spool,What is the height of the box?,22cm,What color is the box?,Brown
3d/3da1f558.jpg,What is in the image?,Spool,What is the height?,8.7in,What color is it?,Black
3a/3aabf09f.jpg,What is in the image?,box,What is the height?,41cm,What color is the box?,blue
20/20f7bac1.jpg,What is shown?,Ingredients,What color is the background?,Purple,What is written?,Organic
70/7031a5ef.jpg,What is depicted in the image?,Packs,What is the height?,11in,What color is the bag?,blue
d6/d61312b6.jpg,What is in the image?,bottle,What is the height?,5.2in,What color is the bottle?,pink
1e/1eb6a617.jpg,What is in the image?,ball,What is the diameter?,9.4in,What color is it?,red
96/967b8e76.jpg,What is in the image?,bags,What color is the zipper?,pink,How many bags are shown?,four
ab/ab39ccfb.jpg,What item is visible?,Stapler,What color is it?,Black,How tall is it?,5cm
f5/f5b2598b.jpg,What is depicted?,Candle,What color is it?,Gold,What is its shape?,Cylinder
c2/c290593c.jpg,What is depicted in the image?,Glass,What is the height of the glass?,15cm,What is the glass made of?,Glass
14/146cc90c.jpg,What is in the image?,pan,What is the color?,red,What are the dimensions?,26cm
87/8796fbb1.jpg,What is in the image?,Pillow,What color is it?,Black,What is the shape?,Rectangle
7e/7e4a6660.jpg,What is in the image?,Juice,What is the height?,7.6in,What color is it?,Orange
5b/5b9b0034.jpg,What item is visible?,Pretzels,How tall is thepackage?,11in,What color is thebag?,Purple
cc/cc9d1cff.jpg,What is in the image?,Cone,What is the height?,42in,What color is it?,Yellow
c9/c9cd2caf.jpg,What is in the image?,bottle,What is the height?,5.9in,What color is the bottle?,white
8d/8dfaa34b.jpg,What is in the image?,Bottle,What is the height?,13cm,What color is it?,Purple
c9/c9f8f374.jpg,What is in the image?,Icecream,What is the height?,13cm,What color is the container?,Black
9f/9ffcf9a9.jpg,What is in the image?,Foil,What color is the box?,Yellow,What is the height?,17cm
a1/a12f6c26.jpg,What is in the image?,Nuts,What is the height?,21cm,What color are they?,Brown
9d/9d118862.jpg,What is in the image?,INGREDIENTS,What ingredient is listed?,MILK,What is another ingredient?,SALT
92/92a5507b.jpg,What is in the image?,Chair,What color is it?,Pink,What is the texture?,Velvet
c3/c365482b.jpg,What is in the image?,Blender,What is the color?,Black,How long is the blender?,16in
e1/e1795efa.jpg,What is in the image?,Package,What is the height?,31cm,What color is it?,White
d2/d2c6cfa5.jpg,What is in the image?,Soup,What is the height?,5.8in,What color is the box?,Yellow
2b/2bdef713.jpg,What is in the image?,bottle,What color is the top?,purple,How much is theheight?,6.0in
02/02cddbd6.jpg,What is in the image?,Pillow,What color is it?,Black,What is its shape?,Rectangle
e8/e877b0e1.jpg,What is in the image?,Wipes,What is the height?,10in,What color are the shapes?,Pink
